PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
1,3,108,1,22.0,1,0,523,7.25,7,3,0
2,1,190,0,38.0,1,0,596,71.2833,2,0,1
3,3,353,0,26.0,0,0,669,7.925,7,3,1
4,1,272,0,35.0,1,0,49,53.1,2,3,1
5,3,15,1,35.0,0,0,472,8.05,7,3,0
6,3,554,1,29.69911764705882,0,0,275,8.4583,7,2,0
7,1,515,1,54.0,0,0,85,51.8625,4,3,0
8,3,624,1,2.0,3,1,395,21.075,7,3,0
9,3,412,0,27.0,0,2,344,11.1333,7,3,1
10,2,576,0,14.0,1,0,132,30.0708,7,0,1
11,3,727,0,4.0,1,1,616,16.7,6,3,1
12,1,95,0,58.0,0,0,38,26.55,2,3,1
13,3,729,1,20.0,0,0,535,8.05,7,3,0
14,3,28,1,39.0,1,5,333,31.275,7,3,0
15,3,840,0,14.0,0,0,413,7.8542,7,3,0
16,2,359,0,55.0,0,0,153,16.0,7,3,1
17,3,682,1,2.0,4,1,480,29.125,7,2,0
18,2,867,1,29.69911764705882,0,0,151,13.0,7,3,1
19,3,839,0,31.0,1,0,301,18.0,7,3,0
20,3,512,0,29.69911764705882,0,0,184,7.225,7,0,1
21,2,273,1,35.0,0,0,139,26.0,7,3,0
22,2,80,1,34.0,0,0,152,13.0,3,3,1
23,3,523,0,15.0,0,0,278,8.0292,7,2,1
24,1,765,1,28.0,0,0,42,35.5,0,3,1
25,3,626,0,8.0,3,1,395,21.075,7,3,0
26,3,44,0,38.0,1,5,329,31.3875,7,3,1
27,3,240,1,29.69911764705882,0,0,179,7.225,7,0,0
28,1,260,1,19.0,3,2,95,263.0,2,3,0
29,3,605,0,29.69911764705882,0,0,283,7.8792,7,2,1
30,3,813,1,29.69911764705882,0,0,362,7.8958,7,3,0
31,1,828,1,40.0,0,0,598,27.7208,7,0,0
32,1,776,0,29.69911764705882,1,0,586,146.5208,1,0,1
33,3,289,0,29.69911764705882,0,0,288,7.75,7,2,1
34,2,856,1,66.0,0,0,549,10.5,7,3,0
35,1,535,1,28.0,1,0,600,82.1708,7,0,0
36,1,372,1,42.0,1,0,43,52.0,7,3,0
37,3,505,1,29.69911764705882,0,0,202,7.2292,7,0,1
38,3,134,1,21.0,0,0,514,8.05,7,3,0
39,3,837,0,18.0,2,0,302,18.0,7,3,0
40,3,589,0,14.0,1,0,186,11.2417,7,0,1
41,3,7,0,40.0,1,0,507,9.475,7,3,0
42,2,827,0,27.0,1,0,53,21.0,7,3,0
43,3,446,1,29.69911764705882,0,0,391,7.8958,7,0,0
44,2,456,0,3.0,1,2,634,41.5792,7,0,1
45,3,212,0,19.0,0,0,282,7.8792,7,2,1
46,3,697,1,29.69911764705882,0,0,617,8.05,7,3,0
47,3,473,1,29.69911764705882,1,0,462,15.5,7,2,0
48,3,604,0,29.69911764705882,0,0,76,7.75,7,2,1
49,3,726,1,29.69911764705882,2,0,190,21.6792,7,0,0
50,3,38,0,18.0,1,0,377,17.8,7,3,0
51,3,629,1,7.0,4,1,249,39.6875,7,3,0
52,3,594,1,21.0,0,0,522,7.8,7,3,0
53,1,333,0,49.0,1,0,587,76.7292,3,0,1
54,2,246,0,29.0,1,0,239,26.0,7,3,1
55,1,620,1,65.0,0,1,29,61.9792,1,0,0
56,1,873,1,29.69911764705882,0,0,94,35.5,2,3,1
57,2,707,0,21.0,0,0,555,10.5,7,3,1
58,3,595,1,28.5,0,0,215,7.2292,7,0,0
59,2,853,0,5.0,1,2,561,27.75,7,3,1
60,3,299,1,11.0,5,2,566,46.9,7,3,0
61,3,749,1,22.0,0,0,197,7.2292,7,0,0
62,1,385,0,38.0,0,0,32,80.0,1,1,1
63,1,337,1,45.0,1,0,457,83.475,2,3,0
64,3,755,1,4.0,3,2,337,27.9,7,3,0
65,1,784,1,29.69911764705882,0,0,601,27.7208,7,0,0
66,3,560,1,29.69911764705882,1,1,189,15.2458,7,0,1
67,2,596,0,29.0,0,0,553,10.5,5,3,1
68,3,185,1,19.0,0,0,623,8.1583,7,3,0
69,3,25,0,17.0,4,2,248,7.925,7,3,1
70,3,440,1,26.0,2,0,270,8.6625,7,3,0
71,2,396,1,32.0,0,0,557,10.5,7,3,0
72,3,300,0,16.0,5,2,566,46.9,7,3,0
73,2,376,1,21.0,0,0,621,73.5,7,3,0
74,3,161,1,26.0,1,0,204,14.4542,7,0,0
75,3,87,1,32.0,0,0,80,56.4958,7,3,1
76,3,546,1,25.0,0,0,347,7.65,5,3,0
77,3,778,1,29.69911764705882,0,0,355,7.8958,7,3,0
78,3,563,1,29.69911764705882,0,0,473,8.05,7,3,0
79,2,127,1,0.83,0,2,158,29.0,7,3,1
80,3,223,0,30.0,0,0,432,12.475,7,3,1
81,3,842,1,22.0,0,0,304,9.0,7,3,0
82,3,737,1,29.0,0,0,311,9.5,7,3,1
83,3,519,0,29.69911764705882,0,0,280,7.7875,7,2,1
84,1,141,1,28.0,0,0,25,47.1,7,3,0
85,2,386,0,17.0,0,0,637,10.5,7,3,1
86,3,52,0,33.0,3,0,247,15.85,7,3,1
87,3,255,1,16.0,1,3,676,34.375,7,3,0
88,3,764,1,29.69911764705882,0,0,652,8.05,7,3,0
89,1,259,0,23.0,3,2,95,263.0,2,3,1
90,3,149,1,24.0,0,0,297,8.05,7,3,0
91,3,159,1,29.0,0,0,298,8.05,7,3,0
92,3,31,1,20.0,0,0,341,7.8542,7,3,0
93,1,150,1,46.0,1,0,678,61.175,4,3,0
94,3,209,1,26.0,1,2,548,20.575,7,3,0
95,3,184,1,59.0,0,0,428,7.25,7,3,0
96,3,740,1,29.69911764705882,0,0,475,8.05,7,3,0
97,1,292,1,71.0,0,0,607,34.6542,0,0,0
98,1,308,1,23.0,0,1,612,63.3583,3,0,1
99,2,219,0,34.0,0,1,117,23.0,7,3,1
100,2,422,1,34.0,1,0,150,26.0,7,3,0
101,3,656,0,28.0,0,0,384,7.8958,7,3,0
102,3,658,1,29.69911764705882,0,0,361,7.8958,7,3,0
103,1,858,1,21.0,0,1,417,77.2875,3,3,0
104,3,405,1,33.0,0,0,505,8.6542,7,3,0
105,3,312,1,37.0,2,0,245,7.925,7,3,0
106,3,542,1,28.0,0,0,354,7.8958,7,3,0
107,3,724,0,21.0,0,0,296,7.65,7,3,1
108,3,559,1,29.69911764705882,0,0,254,7.775,7,3,1
109,3,675,1,38.0,0,0,388,7.8958,7,3,0
110,3,552,0,29.69911764705882,1,0,469,24.15,7,2,1
111,1,667,1,47.0,0,0,2,52.0,2,3,0
112,3,882,0,14.5,1,0,193,14.4542,7,0,0
113,3,67,1,22.0,0,0,274,8.05,7,3,0
114,3,417,0,20.0,1,0,491,9.825,7,3,0
115,3,46,0,17.0,0,0,176,14.4583,7,0,0
116,3,645,1,21.0,0,0,666,7.925,7,3,0
117,3,178,1,70.5,0,0,460,7.75,7,2,0
118,2,826,1,29.0,1,0,53,21.0,7,3,0
119,1,70,1,24.0,0,1,585,247.5208,1,0,0
120,3,24,0,2.0,4,2,333,31.275,7,3,0
121,2,362,1,21.0,2,0,621,73.5,7,3,0
122,3,551,1,29.69911764705882,0,0,540,8.05,7,3,0
123,2,575,1,32.5,1,0,132,30.0708,7,0,0
124,2,848,0,32.5,0,0,219,13.0,4,3,1
125,1,857,1,54.0,0,1,417,77.2875,3,3,0
126,3,588,1,12.0,1,0,186,11.2417,7,0,1
127,3,525,1,29.69911764705882,0,0,463,7.75,7,2,0
128,3,499,1,24.0,0,0,541,7.1417,7,3,1
129,3,653,0,29.69911764705882,1,1,196,22.3583,5,0,1
130,3,234,1,45.0,0,0,318,6.975,7,3,0
131,3,225,1,33.0,0,0,380,7.8958,7,0,0
132,3,165,1,20.0,0,0,640,7.05,7,3,0
133,3,695,0,47.0,1,0,537,14.5,7,3,0
134,2,851,0,29.0,1,0,111,26.0,7,3,1
135,2,772,1,25.0,0,0,552,13.0,7,3,0
136,2,685,1,23.0,0,0,630,15.0458,7,0,0
137,1,585,0,19.0,0,2,55,26.2833,3,3,1
138,1,271,1,37.0,1,0,49,53.1,2,3,0
139,3,618,1,16.0,0,0,504,9.2167,7,3,0
140,1,282,1,24.0,0,0,592,79.2,1,0,0
141,3,99,0,29.69911764705882,0,2,203,15.2458,7,0,0
142,3,597,0,22.0,0,0,332,7.75,7,3,1
143,3,319,0,24.0,1,0,668,15.85,7,3,1
144,3,116,1,19.0,0,0,438,6.75,7,2,0
145,2,32,1,18.0,0,0,118,11.5,7,3,0
146,2,586,1,19.0,1,1,558,36.75,7,3,0
147,3,29,1,27.0,0,0,405,7.7958,7,3,1
148,3,254,0,9.0,2,2,676,34.375,7,3,0
149,2,580,1,36.5,0,2,113,26.0,5,3,0
150,2,121,1,42.0,0,0,147,13.0,7,3,0
151,2,68,1,51.0,0,0,622,12.525,7,3,0
152,1,643,0,22.0,1,0,36,66.6,2,3,1
153,3,532,1,55.5,0,0,516,8.05,7,3,0
154,3,889,1,40.5,0,2,538,14.5,7,3,0
155,3,612,1,29.69911764705882,0,0,573,7.3125,7,3,0
156,1,866,1,51.0,0,1,595,61.3792,7,0,0
157,3,287,0,16.0,0,0,418,7.7333,7,2,1
158,3,181,1,30.0,0,0,654,8.05,7,3,0
159,3,767,1,29.69911764705882,0,0,258,8.6625,7,3,0
160,3,716,1,29.69911764705882,8,2,568,69.55,7,3,0
161,3,186,1,44.0,0,1,470,16.1,7,3,0
162,2,847,0,40.0,0,0,559,15.75,7,3,1
163,3,82,1,26.0,0,0,323,7.775,7,3,0
164,3,129,1,17.0,0,0,265,8.6625,7,3,0
165,3,628,1,1.0,4,1,249,39.6875,7,3,0
166,3,293,1,9.0,0,2,423,20.525,7,3,1
167,1,157,0,29.69911764705882,0,1,28,55.0,4,3,1
168,3,760,0,45.0,1,4,337,27.9,7,3,0
169,1,69,1,29.69911764705882,0,0,576,25.925,7,3,0
170,3,486,1,28.0,0,0,80,56.4958,7,3,0
171,1,832,1,61.0,0,0,5,33.5,1,3,0
172,3,680,1,4.0,4,1,480,29.125,7,2,0
173,3,408,0,1.0,1,1,344,11.1333,7,3,1
174,3,752,1,21.0,0,0,659,7.925,7,3,0
175,1,769,1,56.0,0,0,90,30.6958,0,0,0
176,3,444,1,18.0,1,1,412,7.8542,7,3,0
177,3,464,1,29.69911764705882,3,1,488,25.4667,7,3,0
178,1,388,0,50.0,0,0,593,28.7125,2,0,0
179,2,320,1,30.0,0,0,169,13.0,7,3,0
180,3,474,1,36.0,0,0,574,0.0,7,3,0
181,3,717,0,29.69911764705882,8,2,568,69.55,7,3,0
182,2,650,1,29.69911764705882,0,0,629,15.05,7,0,0
183,3,41,1,9.0,4,2,329,31.3875,7,3,0
184,2,76,1,1.0,2,1,114,39.0,5,3,1
185,3,441,0,4.0,0,2,271,22.025,7,3,1
186,1,700,1,29.69911764705882,0,0,34,50.0,0,3,0
187,3,601,0,29.69911764705882,1,0,459,15.5,7,2,1
188,1,698,1,45.0,0,0,11,26.55,7,3,1
189,3,101,1,40.0,1,1,435,15.5,7,2,0
190,3,823,1,36.0,0,0,386,7.8958,7,3,0
191,2,664,0,32.0,0,0,122,13.0,7,3,1
192,2,136,1,19.0,0,0,227,13.0,7,3,0
193,3,20,0,19.0,1,0,406,7.8542,7,3,1
194,2,579,1,3.0,1,1,113,26.0,5,3,1
195,1,113,0,44.0,0,0,604,27.7208,1,0,1
196,1,495,0,58.0,0,0,586,146.5208,1,0,1
197,3,533,1,29.69911764705882,0,0,452,7.75,7,2,0
198,3,611,1,42.0,0,1,494,8.4042,7,3,0
199,3,497,0,29.69911764705882,0,0,461,7.75,7,2,1
200,2,881,0,24.0,0,0,160,13.0,7,3,0
201,3,834,1,28.0,0,0,306,9.5,7,3,0
202,3,721,1,29.69911764705882,8,2,568,69.55,7,3,0
203,3,403,1,34.0,0,0,242,6.4958,7,3,0
204,3,878,1,45.5,0,0,177,7.225,7,0,0
205,3,166,1,18.0,0,0,530,8.05,7,3,1
206,3,789,0,2.0,0,1,316,10.4625,6,3,0
207,3,51,1,32.0,1,0,247,15.85,7,3,0
208,3,9,1,26.0,0,0,216,18.7875,7,0,1
209,3,140,0,16.0,0,0,445,7.75,7,2,1
210,1,94,1,40.0,0,0,17,31.0,0,0,1
211,3,12,1,24.0,0,0,642,7.05,7,3,0
212,2,131,0,35.0,0,0,570,21.0,7,3,1
213,3,649,1,22.0,0,0,526,7.25,7,3,0
214,2,288,1,30.0,0,0,163,13.0,7,3,0
215,3,437,1,29.69911764705882,1,0,443,7.75,7,2,0
216,1,582,0,31.0,1,0,416,113.275,3,0,1
217,3,375,0,27.0,0,0,670,7.925,7,3,1
218,2,390,1,42.0,1,0,142,27.0,7,3,0
219,1,72,0,32.0,0,0,63,76.2917,3,0,1
220,2,338,1,30.0,0,0,679,10.5,7,3,0
221,3,791,1,16.0,0,0,653,8.05,7,3,1
222,2,105,1,27.0,0,0,105,13.0,7,3,0
223,3,306,1,51.0,0,0,102,8.05,7,3,0
224,3,581,1,29.69911764705882,0,0,375,7.8958,7,3,0
225,1,379,1,38.0,1,0,93,90.0,2,3,1
226,3,83,1,22.0,0,0,615,9.35,7,3,0
227,2,531,1,19.0,0,0,672,10.5,7,3,1
228,3,492,1,20.5,0,0,525,7.25,7,3,0
229,2,243,1,18.0,0,0,125,13.0,7,3,0
230,3,467,0,29.69911764705882,3,1,488,25.4667,7,3,0
231,1,339,0,35.0,1,0,457,83.475,2,3,1
232,3,460,1,29.0,0,0,322,7.775,7,3,0
233,2,754,1,59.0,0,0,128,13.5,7,3,0
234,3,43,0,5.0,4,2,329,31.3875,7,3,1
235,2,479,1,24.0,0,0,554,10.5,7,3,0
236,3,329,0,29.69911764705882,0,0,677,7.55,7,3,0
237,2,370,1,44.0,1,0,198,26.0,7,3,0
238,2,172,0,8.0,0,2,556,26.25,7,3,1
239,2,648,1,19.0,0,0,231,10.5,7,3,0
240,2,383,1,33.0,0,0,636,12.275,7,3,0
241,3,883,0,29.69911764705882,1,0,193,14.4542,7,0,0
242,3,567,0,29.69911764705882,1,0,444,15.5,7,2,1
243,2,169,1,29.0,0,0,674,10.5,7,3,0
244,3,500,1,22.0,0,0,658,7.125,7,3,0
245,3,47,1,30.0,0,0,213,7.225,7,0,0
246,1,539,1,44.0,2,0,92,90.0,2,2,0
247,3,481,0,25.0,0,0,325,7.775,7,3,0
248,2,322,0,24.0,0,2,166,14.5,7,3,1
249,1,78,1,37.0,1,1,54,52.5542,3,3,1
250,2,147,1,54.0,1,0,144,26.0,7,3,0
251,3,673,1,29.69911764705882,0,0,422,7.25,7,3,0
252,3,790,0,29.0,1,1,316,10.4625,6,3,0
253,1,782,1,62.0,0,0,31,26.55,2,3,0
254,3,487,1,30.0,1,0,536,16.1,7,3,0
255,3,702,0,41.0,0,2,458,20.2125,7,3,0
256,3,819,0,29.0,0,2,185,15.2458,7,0,1
257,1,808,0,29.69911764705882,0,0,589,79.2,7,0,1
258,1,156,0,30.0,0,0,0,86.5,1,3,1
259,1,844,0,35.0,0,0,608,512.3292,7,0,1
260,2,636,0,50.0,0,1,115,26.0,7,3,1
261,3,771,1,29.69911764705882,0,0,482,7.75,7,2,0
262,3,42,1,3.0,4,2,329,31.3875,7,3,1
263,1,799,1,52.0,1,1,1,79.65,4,3,0
264,1,340,1,40.0,0,0,16,0.0,1,3,0
265,3,356,0,29.69911764705882,0,0,478,7.75,7,2,0
266,2,674,1,36.0,0,0,546,10.5,7,3,0
267,3,631,1,16.0,4,1,249,39.6875,7,3,0
268,3,652,1,25.0,1,0,334,7.775,7,3,1
269,1,305,0,58.0,0,1,588,153.4625,2,3,1
270,1,91,0,35.0,0,0,613,135.6333,2,3,1
271,1,125,1,29.69911764705882,0,0,47,31.0,7,3,0
272,3,817,1,25.0,0,0,574,0.0,7,3,1
273,2,530,0,41.0,0,1,162,19.5,7,3,1
274,1,577,1,37.0,0,1,594,29.7,2,0,0
275,3,350,0,29.69911764705882,0,0,465,7.75,7,2,1
276,1,33,0,63.0,1,0,71,77.9583,3,3,1
277,3,482,0,45.0,0,0,326,7.75,7,3,0
278,2,634,1,29.69911764705882,0,0,135,0.0,7,3,0
279,3,681,1,7.0,4,1,480,29.125,7,2,0
280,3,2,0,35.0,1,1,551,20.25,7,3,1
281,3,227,1,65.0,0,0,290,7.75,7,2,0
282,3,614,1,28.0,0,0,340,7.8542,7,3,0
283,3,887,1,16.0,0,0,310,9.5,7,3,0
284,3,221,1,19.0,0,0,533,8.05,7,3,1
285,1,770,1,29.69911764705882,0,0,24,26.0,0,3,0
286,3,779,1,33.0,0,0,378,8.6625,7,0,0
287,3,886,1,30.0,0,0,308,9.5,7,3,1
288,3,570,1,22.0,0,0,353,7.8958,7,3,0
289,2,378,1,42.0,0,0,134,13.0,7,3,1
290,3,177,0,22.0,0,0,464,7.75,7,2,1
291,1,65,0,26.0,0,0,91,78.85,7,3,1
292,1,90,0,19.0,1,0,64,91.0792,1,0,1
293,2,477,1,36.0,0,0,635,12.875,3,0,0
294,3,315,0,24.0,0,0,376,8.85,7,3,0
295,3,541,1,24.0,0,0,374,7.8958,7,3,0
296,1,478,1,29.69911764705882,0,0,606,27.7208,7,0,0
297,3,324,1,23.5,0,0,212,7.2292,7,0,0
298,1,17,0,2.0,1,2,37,151.55,2,3,0
299,1,714,1,29.69911764705882,0,0,98,30.5,2,3,1
300,1,71,0,50.0,0,1,585,247.5208,1,0,1
301,3,431,0,29.69911764705882,0,0,513,7.75,7,2,1
302,3,518,1,29.69911764705882,2,0,441,23.25,7,2,1
303,3,411,1,19.0,0,0,574,0.0,7,3,0
304,2,428,0,29.69911764705882,0,0,109,12.35,4,2,1
305,3,868,1,29.69911764705882,0,0,527,8.05,7,3,0
306,1,16,1,0.92,1,2,37,151.55,2,3,1
307,1,248,0,29.69911764705882,0,0,83,110.8833,7,0,1
308,1,647,0,17.0,1,0,611,108.9,2,0,1
309,2,3,1,30.0,1,0,575,24.0,7,0,0
310,1,263,0,30.0,0,0,584,56.9292,4,0,1
311,1,348,0,24.0,0,0,59,83.1583,2,0,1
312,1,710,0,18.0,2,2,602,262.375,1,0,1
313,2,449,0,26.0,1,1,167,26.0,7,3,0
314,3,355,1,28.0,0,0,382,7.8958,7,3,0
315,2,342,1,43.0,1,1,571,26.25,7,3,0
316,3,590,0,26.0,0,0,343,7.8542,7,3,1
317,2,423,0,24.0,1,0,150,26.0,7,3,1
318,2,555,1,54.0,0,0,232,14.0,7,3,0
319,1,859,0,31.0,0,2,453,164.8667,2,3,1
320,1,775,0,40.0,1,1,81,134.5,4,0,1
321,3,211,1,22.0,0,0,524,7.25,7,3,0
322,3,200,1,27.0,0,0,365,7.8958,7,3,0
323,2,762,0,30.0,0,0,124,12.35,7,2,1
324,2,128,0,22.0,1,1,158,29.0,7,3,1
325,3,722,1,29.69911764705882,8,2,568,69.55,7,3,0
326,1,877,0,36.0,0,0,613,135.6333,2,0,1
327,3,598,1,61.0,0,0,299,6.2375,7,3,0
328,2,60,0,36.0,0,0,229,13.0,3,3,1
329,3,295,0,31.0,1,1,423,20.525,7,3,1
330,1,363,0,16.0,0,1,7,57.9792,1,0,1
331,3,517,0,29.69911764705882,2,0,441,23.25,7,2,1
332,1,637,1,45.5,0,0,20,28.5,2,3,0
333,1,304,1,38.0,0,1,588,153.4625,2,3,0
334,3,838,1,16.0,2,0,302,18.0,7,3,0
335,1,265,0,29.69911764705882,1,0,605,133.65,7,3,1
336,3,210,1,29.69911764705882,0,0,370,7.8958,7,3,0
337,1,642,1,29.0,1,0,36,66.6,2,3,0
338,1,117,0,41.0,0,0,81,134.5,4,0,1
339,3,192,1,45.0,0,0,510,8.05,7,3,1
340,1,93,1,45.0,0,0,39,35.5,8,3,0
341,2,578,1,2.0,1,1,113,26.0,5,3,1
342,1,258,0,24.0,3,2,95,263.0,2,3,1
343,2,170,1,28.0,0,0,159,13.0,7,3,0
344,2,733,1,25.0,0,0,149,13.0,7,3,0
345,2,262,1,36.0,0,0,112,13.0,7,3,0
346,2,111,0,24.0,0,0,157,13.0,5,3,1
347,2,768,0,40.0,0,0,257,13.0,7,3,1
348,3,207,0,29.69911764705882,1,0,483,16.1,7,3,1
349,3,183,1,3.0,1,1,562,15.9,7,3,1
350,3,215,1,42.0,0,0,262,8.6625,7,3,0
351,3,608,1,23.0,0,0,503,9.225,7,3,0
352,1,870,1,29.69911764705882,0,0,30,35.0,2,3,0
353,3,237,1,15.0,1,1,214,7.2292,7,0,0
354,3,37,1,25.0,1,0,377,17.8,7,3,0
355,3,879,1,29.69911764705882,0,0,182,7.225,7,0,0
356,3,835,1,28.0,0,0,314,9.5,7,3,0
357,1,104,0,22.0,0,1,28,55.0,4,3,1
358,2,270,0,38.0,0,0,131,13.0,7,3,0
359,3,522,0,29.69911764705882,0,0,279,7.8792,7,2,1
360,3,545,0,29.69911764705882,0,0,285,7.8792,7,2,1
361,3,759,1,40.0,1,4,337,27.9,7,3,0
362,2,888,1,29.0,1,0,633,27.7208,7,0,0
363,3,64,0,45.0,0,1,211,14.4542,7,0,0
364,3,40,1,35.0,0,0,641,7.05,7,3,0
365,3,599,1,29.69911764705882,1,0,459,15.5,7,2,0
366,3,5,1,30.0,0,0,544,7.25,7,3,0
367,1,845,0,60.0,1,0,4,75.25,3,0,1
368,3,562,0,29.69911764705882,0,0,175,7.2292,7,0,1
369,3,400,0,29.69911764705882,0,0,78,7.75,7,2,1
370,1,48,0,24.0,0,0,581,69.3,1,0,1
371,1,328,1,25.0,1,0,58,55.4417,4,0,1
372,3,863,1,18.0,1,0,244,6.4958,7,3,0
373,3,75,1,19.0,0,0,273,8.05,7,3,0
374,1,690,1,22.0,0,0,613,135.6333,7,0,0
375,3,625,0,3.0,3,1,395,21.075,7,3,0
376,1,536,0,29.69911764705882,1,0,600,82.1708,7,0,1
377,3,454,0,22.0,0,0,545,7.25,7,3,1
378,1,862,1,27.0,0,2,27,211.5,2,0,0
379,3,85,1,20.0,0,0,183,4.0125,7,0,0
380,3,314,1,19.0,0,0,324,7.775,7,3,0
381,1,86,0,42.0,0,0,610,227.525,7,0,1
382,3,572,0,1.0,0,2,187,15.7417,7,0,1
383,3,811,1,32.0,0,0,665,7.925,7,3,0
384,1,373,0,35.0,1,0,43,52.0,7,3,1
385,3,665,1,29.69911764705882,0,0,371,7.8958,7,3,0
386,2,205,1,18.0,0,0,621,73.5,7,3,0
387,3,298,1,1.0,5,2,566,46.9,7,3,0
388,2,118,0,36.0,0,0,220,13.0,7,3,1
389,3,715,1,29.69911764705882,0,0,447,7.7292,7,2,0
390,2,468,0,17.0,0,0,625,12.0,7,0,1
391,1,144,1,36.0,1,2,33,120.0,1,3,1
392,3,393,1,21.0,0,0,401,7.7958,7,3,1
393,3,313,1,28.0,2,0,246,7.925,7,3,0
394,1,583,0,23.0,1,0,416,113.275,3,0,1
395,3,728,0,24.0,0,2,616,16.7,6,3,1
396,3,404,1,22.0,0,0,410,7.7958,7,3,0
397,3,613,0,31.0,0,0,414,7.8542,7,3,0
398,2,524,1,46.0,0,0,226,26.0,7,3,0
399,2,623,1,23.0,0,0,146,10.5,7,3,0
400,2,821,0,28.0,0,0,140,12.65,7,3,1
401,3,592,1,39.0,0,0,663,7.925,7,3,1
402,3,6,1,26.0,0,0,292,8.05,7,3,0
403,3,418,0,21.0,1,0,492,9.825,7,3,0
404,3,318,1,28.0,1,0,668,15.85,7,3,0
405,3,616,0,20.0,0,0,267,8.6625,7,3,0
406,2,274,1,34.0,1,0,230,21.0,7,3,0
407,3,861,1,51.0,0,0,321,7.75,7,3,0
408,2,687,1,3.0,1,1,237,18.75,7,3,1
409,3,88,1,21.0,0,0,255,7.775,7,3,0
410,3,465,0,29.69911764705882,3,1,488,25.4667,7,3,0
411,3,732,1,29.69911764705882,0,0,367,7.8958,7,3,0
412,3,343,1,29.69911764705882,0,0,487,6.8583,7,2,0
413,1,540,0,33.0,1,0,92,90.0,2,2,1
414,2,191,1,29.69911764705882,0,0,135,0.0,7,3,0
415,3,792,1,44.0,0,0,655,7.925,7,3,1
416,3,528,0,29.69911764705882,0,0,295,8.05,7,3,0
417,2,226,0,34.0,1,1,224,32.5,7,3,1
418,2,742,0,18.0,0,2,168,13.0,7,3,1
419,2,513,1,30.0,0,0,225,13.0,7,3,0
420,3,829,0,10.0,0,2,307,24.15,7,3,0
421,3,281,1,29.69911764705882,0,0,392,7.8958,7,0,0
422,3,155,1,21.0,0,0,534,7.7333,7,2,0
423,3,884,1,29.0,0,0,259,7.875,7,3,0
424,3,198,0,28.0,1,1,331,14.4,7,3,0
425,3,701,1,18.0,1,1,458,20.2125,7,3,0
426,3,872,1,29.69911764705882,0,0,521,7.25,7,3,0
427,2,162,0,28.0,1,0,100,26.0,7,3,1
428,2,662,0,19.0,0,0,170,26.0,7,3,1
429,3,249,1,29.69911764705882,0,0,437,7.75,7,2,0
430,3,663,1,32.0,0,0,644,8.05,4,3,1
431,1,92,1,28.0,0,0,3,26.55,2,3,1
432,3,810,0,29.69911764705882,1,0,476,16.1,7,3,1
433,2,491,0,42.0,1,0,627,26.0,7,3,1
434,3,420,1,17.0,0,0,657,7.125,7,3,0
435,1,744,1,50.0,1,0,72,55.9,4,3,0
436,1,143,0,14.0,1,2,33,120.0,1,3,1
437,3,253,0,21.0,2,2,676,34.375,7,3,0
438,2,688,0,24.0,2,3,237,18.75,7,3,1
439,1,261,1,64.0,1,4,95,263.0,2,3,0
440,2,447,1,31.0,0,0,547,10.5,7,3,0
441,2,344,0,45.0,1,1,571,26.25,7,3,1
442,3,323,1,20.0,0,0,305,9.5,7,3,0
443,3,659,1,25.0,1,0,328,7.775,7,3,0
444,2,679,0,28.0,0,0,116,13.0,7,3,1
445,3,402,1,29.69911764705882,0,0,499,8.1125,7,3,1
446,1,216,1,4.0,0,2,289,81.8583,0,3,1
